requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour
11053,604745H,2018-07-05 08:00:00,50349,1.0,0.6933349386036358,1,51198,11
11051,604771H,2018-07-05 11:00:00,50240,1.0,-1.0,0,50240,11
11048,604904H,2018-07-05 18:00:00,50269,2.0,0.7431317058543555,1,51198,12
11036,604897H,2018-07-05 08:00:00,50911,2.0,0.6057787203097214,1,51200,12
11046,604749H,2018-07-05 12:00:00,51199,2.0,-1.0,0,51199,12
11041,603906,2018-07-05 18:00:00,50911,1.0,0.7240601602988321,1,50841,12
11039,604775H,2018-07-05 15:00:00,50263,1.0,-1.0,0,50263,12
11054,604902H,2018-07-05 11:00:00,50261,2.0,-1.0,0,50261,11
11035,604832H,2018-07-05 12:00:00,50267,1.0,-1.0,0,50267,12
11047,605642,2018-07-05 19:00:00,50911,2.0,-1.0,0,50911,12
11057,516399,2018-07-05 12:00:00,50269,1.0,0.521660240441628,1,50909,11
11076,604752H,2018-07-05 10:00:00,51199,2.0,-1.0,0,51199,10
11061,604726H,2018-07-05 10:00:00,50269,1.0,0.5006351667267991,1,51200,11
11072,606941,2018-07-05 20:00:00,50911,2.0,-1.0,0,50911,10
11074,604733H,2018-07-05 10:00:00,51200,2.0,-1.0,0,51200,10
11077,604733H,2018-07-05 10:00:00,51200,2.0,-1.0,0,51200,10
11080,604799H,2018-07-05 13:00:00,51199,2.0,-1.0,0,51199,10
11081,601555,2018-07-05 21:00:00,50911,2.0,-1.0,0,50911,9
11082,604749H,2018-07-05 09:00:00,51198,2.0,-1.0,0,51198,9
11084,601085,2018-07-05 21:00:00,50349,2.0,-1.0,0,50349,9
11086,604750H,2018-07-05 09:00:00,50230,3.0,-1.0,0,50230,9
11033,604761H,2018-07-05 21:00:00,50349,1.0,-1.0,0,50349,13
11087,604802H,2018-07-05 09:00:00,50269,1.0,0.5803277847619478,1,50269,9
11060,603522H,2018-07-05 21:00:00,50911,2.0,-1.0,0,50911,11
11025,607507,2018-07-05 21:00:00,50911,2.0,-1.0,0,50911,13
10970,607856,2018-07-05 22:00:00,50911,2.0,-1.0,0,50911,16
11013,604802H,2018-07-05 14:00:00,50269,1.0,-1.0,0,50269,14
11090,604804H,2018-07-05 12:00:00,50230,2.0,-1.0,0,50230,9
11104,604899H,2018-07-05 07:00:00,50338,2.0,-1.0,0,50338,7
10912,605432,2018-07-05 00:00:00,50911,3.0,-1.0,0,50911,22
10924,604800H,2018-07-05 10:00:00,50841,3.0,0.8809556292420408,3,50911,21
10930,607263,2018-07-05 00:00:00,50911,3.0,-1.0,0,50911,20
10933,601897,2018-07-05 10:00:00,50841,2.0,0.6769372319878101,2,50349,20
10936,600963,2018-07-05 18:00:00,50841,2.0,0.3893129770992367,1,50911,20
10940,607263,2018-07-05 22:00:00,50911,2.0,-1.0,0,50911,19
10944,601535,2018-07-05 21:00:00,50692,2.0,-1.0,0,50692,18
10949,604732H,2018-07-05 10:00:00,50267,1.0,0.869330620570992,3,50268,18
10958,607795,2018-07-05 21:00:00,50349,3.0,-1.0,0,50349,17
11023,604748H,2018-07-05 18:00:00,50267,2.0,0.636142927376166,2,51087,13
10966,604902H,2018-07-05 10:00:00,50841,3.0,0.5118151123321142,1,50261,16
10968,603902,2018-07-05 16:00:00,50269,3.0,-1.0,0,50269,16
10976,604771H,2018-07-05 08:00:00,50267,2.0,0.585246281606971,1,50240,16
10977,605079H,2018-07-05 16:00:00,50692,1.0,-1.0,0,50692,16
10989,604738H,2018-07-05 15:00:00,50268,1.0,-1.0,0,50268,15
10993,604732H,2018-07-05 15:00:00,50268,2.0,-1.0,0,50268,15
10994,604726H,2018-07-05 10:00:00,50263,2.0,0.8819604369287029,3,51199,15
11002,604895H,2018-07-05 14:00:00,50267,2.0,-1.0,0,50267,14
11003,604899H,2018-07-05 14:00:00,50338,1.0,-1.0,0,50338,14
11005,604749H,2018-07-05 18:00:00,50263,1.0,0.6854106476714659,2,51199,14
11006,606102,2018-07-05 14:00:00,50692,2.0,-1.0,0,50692,14
11008,604728H,2018-07-05 14:00:00,51198,2.0,-1.0,0,51198,14
10967,V009198,2018-07-05 23:00:00,50911,1.0,-1.0,0,50911,16
11095,518622,2018-07-05 09:00:00,50349,1.0,0.5603772947267451,1,50675,8
10891,605079H,2018-07-05 16:00:00,50263,1.0,0.28949218287965683,1,50692,7
10895,605931,2018-07-05 06:00:00,50349,2.0,-1.0,0,50349,6
10819,604761H,2018-07-05 08:00:00,50349,1.0,0.3054071770582259,1,50349,13
10815,604796H,2018-07-05 16:00:00,50267,1.0,0.5306689561858319,1,50267,13
10808,605073H,2018-07-05 11:00:00,50269,2.0,0.2809589938055841,1,50911,13
10804,607855,2018-07-05 00:00:00,50911,2.0,-1.0,0,50911,14
10795,604804H,2018-07-05 14:00:00,50230,1.0,-1.0,0,50230,14
10789,604727H,2018-07-05 15:00:00,50261,1.0,-1.0,0,50261,15
10787,607613,2018-07-05 16:00:00,50692,1.0,-1.0,0,50692,15
10773,604903H,2018-07-05 19:00:00,50266,1.0,-1.0,0,50266,16
10765,604726H,2018-07-05 16:00:00,51199,1.0,-1.0,0,51199,16
10762,603680,2018-07-05 19:00:00,50263,2.0,0.30670926517571884,1,50349,16
10753,604895H,2018-07-05 09:00:00,50240,1.0,0.5847513796658592,3,50263,18
10744,603522H,2018-07-05 19:00:00,50240,2.0,0.33165940843228064,1,50911,19
10738,520263,2018-07-05 19:00:00,50909,3.0,-1.0,0,50909,19
10733,605235,2018-07-05 21:00:00,51087,1.0,-1.0,0,51087,20
10732,604734H,2018-07-05 15:00:00,51199,3.0,0.5182704942150805,3,50268,20
10729,601535,2018-07-05 22:00:00,50692,1.0,-1.0,0,50692,21
10724,601897,2018-07-05 18:00:00,51199,3.0,0.40894568690095856,2,50349,21
10723,607289,2018-07-05 09:00:00,51199,1.0,0.38393069003595265,1,50269,21
10722,604773H,2018-07-05 21:00:00,50841,2.0,-1.0,0,50841,21
10721,518009,2018-07-05 23:00:00,50911,1.0,-1.0,0,50911,21
10719,604832H,2018-07-05 21:00:00,50267,1.0,-1.0,0,50267,21
10717,518009,2018-07-05 23:00:00,50911,1.0,-1.0,0,50911,21
10897,605931,2018-07-05 05:00:00,50349,1.0,-1.0,0,50349,5
10821,604749H,2018-07-05 08:00:00,50240,1.0,0.5221597797216329,1,51200,13
10823,604900H,2018-07-05 13:00:00,50266,1.0,-1.0,0,50266,13
10774,601555,2018-07-05 14:00:00,51087,2.0,0.6894288635520809,3,50909,16
10829,604771H,2018-07-05 09:00:00,51087,1.0,0.7204277683273556,1,50240,12
10892,604899H,2018-07-05 07:00:00,50338,2.0,-1.0,0,50338,7
10890,518475,2018-07-05 07:00:00,50911,2.0,-1.0,0,50911,7
10825,604904H,2018-07-05 08:00:00,51199,1.0,0.49973779355932235,1,51199,13
10877,606850,2018-07-05 21:00:00,50349,3.0,-1.0,0,50349,9
10875,604804H,2018-07-05 12:00:00,50230,1.0,-1.0,0,50230,9
10873,604726H,2018-07-05 11:00:00,51087,1.0,0.3684740000009869,1,51199,9
10871,604727H,2018-07-05 13:00:00,51087,1.0,0.4284063345333799,1,50261,9
10866,604749H,2018-07-05 21:00:00,50240,3.0,0.24387646432374868,1,51199,10
10865,604749H,2018-07-05 14:00:00,51199,1.0,-1.0,0,51199,10
10864,600963,2018-07-05 00:00:00,50911,2.0,-1.0,0,50911,10
10861,604897H,2018-07-05 10:00:00,51200,1.0,-1.0,0,51200,10
10859,604899H,2018-07-05 07:00:00,50349,1.0,0.24989991133277206,1,50338,10
10878,518475,2018-07-05 00:00:00,50911,2.0,-1.0,0,50911,9
10849,605079H,2018-07-05 11:00:00,50692,1.0,-1.0,0,50692,11
